Año,Mes,Marca,Modelo,Tipo,Segmento,Origen,PaísOrigen,Ventas
2019,Marzo,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2019,Marzo,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,-
2019,Marzo,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2019,Marzo,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Marzo,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Marzo,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2019,Marzo,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,855
2019,Marzo,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Marzo,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2019,Marzo,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,820
2019,Marzo,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2019,Marzo,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,-
2019,Marzo,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
2019,Marzo,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,-
2019,Marzo,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2019,Marzo,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,171
2019,Marzo,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2019,Marzo,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,1141
2019,Marzo,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,10
2019,Marzo,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,223
2019,Marzo,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,81
2019,Marzo,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,6
2019,Marzo,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,4165
2019,Marzo,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2019,Marzo,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,173
2019,Marzo,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,-
2019,Abril,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,225
2019,Abril,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,149
2019,Abril,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,-
2019,Abril,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,-
2019,Abril,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,-
2019,Abril,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,74
2019,Abril,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,-
2019,Abril,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,-
2019,Abril,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2019,Abril,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2019,Abril,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2019,Abril,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,553
2019,Abril,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,27
2019,Abril,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,47
2019,Abril,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,198
2019,Abril,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,-
2019,Abril,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,46
2019,Abril,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,2212
2019,Abril,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2019,Abril,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,-
2019,Abril,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Abril,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Abril,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2019,Abril,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2019,Abril,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2019,Abril,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,91
2019,Abril,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2019,Abril,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,-
2019,Abril,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2019,Abril,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Abril,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Abril,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2019,Abril,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,614
2019,Abril,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Abril,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2019,Abril,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,803
2019,Abril,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2019,Abril,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,-
2019,Abril,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
2019,Abril,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,-
2019,Abril,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2019,Abril,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,153
2019,Abril,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2019,Abril,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,1066
2019,Abril,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,10
2019,Abril,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,160
2019,Abril,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,86
2019,Abril,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,4
2019,Abril,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,4358
2019,Abril,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2019,Abril,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,204
2019,Abril,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,-
2019,Mayo,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,255
2019,Mayo,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,147
2019,Mayo,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,-
2019,Mayo,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,-
2019,Mayo,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,-
2019,Mayo,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,51
2019,Mayo,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,-
2019,Mayo,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,-
2019,Mayo,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2019,Mayo,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2019,Mayo,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2019,Mayo,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,994
2019,Mayo,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,15
2019,Mayo,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,60
2019,Mayo,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,325
2019,Mayo,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,-
2019,Mayo,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,0
2019,Mayo,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,2297
2019,Mayo,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2019,Mayo,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,-
2019,Mayo,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Mayo,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Mayo,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2019,Mayo,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2019,Mayo,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2019,Mayo,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,104
2019,Mayo,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2019,Mayo,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,-
2019,Mayo,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2019,Mayo,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Mayo,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Mayo,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2019,Mayo,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,592
2019,Mayo,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Mayo,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2019,Mayo,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,755
2019,Mayo,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2019,Mayo,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,-
2019,Mayo,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
2019,Mayo,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,-
2019,Mayo,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2019,Mayo,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,142
2019,Mayo,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2019,Mayo,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,1255
2019,Mayo,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,5
2019,Mayo,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,322
2019,Mayo,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,93
2019,Mayo,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,4
2019,Mayo,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,3986
2019,Mayo,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2019,Mayo,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,221
2019,Mayo,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,-
2019,Junio,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,212
2019,Junio,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,110
2019,Junio,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,-
2019,Junio,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,-
2019,Junio,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,-
2019,Junio,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,32
2019,Junio,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,-
2019,Junio,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,-
2019,Junio,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2019,Junio,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2019,Junio,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2019,Junio,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,1262
2019,Junio,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,5
2019,Junio,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,24
2019,Junio,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,317
2019,Junio,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,-
2019,Junio,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,8
2019,Junio,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,2323
2019,Junio,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2019,Junio,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,-
2019,Junio,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Junio,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Junio,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2019,Junio,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2019,Junio,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2019,Junio,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,122
2019,Junio,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2019,Junio,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,-
2019,Junio,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2019,Junio,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Junio,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Junio,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2019,Junio,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,464
2019,Junio,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Junio,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2019,Junio,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,624
2019,Junio,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2019,Junio,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,-
2019,Junio,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
2019,Junio,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,-
2019,Junio,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2019,Junio,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,148
2019,Junio,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2019,Junio,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,1112
2019,Junio,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,4
2019,Junio,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,245
2019,Junio,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,77
2019,Junio,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,4
2019,Junio,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,3946
2019,Junio,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2019,Junio,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,264
2019,Junio,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,-
2019,Julio,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,214
2019,Julio,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,77
2019,Julio,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,-
2019,Julio,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,-
2019,Julio,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,-
2019,Julio,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,67
2019,Julio,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,-
2019,Julio,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,-
2019,Julio,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2019,Julio,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2019,Julio,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2019,Julio,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,1125
2019,Julio,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,7
2019,Julio,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,39
2019,Julio,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,263
2019,Julio,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,-
2019,Julio,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,30
2019,Julio,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,2377
2019,Julio,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2019,Julio,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,-
2019,Julio,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Julio,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Julio,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2019,Julio,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2019,Julio,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2019,Julio,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,118
2019,Julio,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2019,Julio,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,-
2019,Julio,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2019,Julio,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Julio,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Julio,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2019,Julio,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,649
2019,Julio,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Julio,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2019,Julio,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,668
2019,Julio,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2019,Julio,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,-
2019,Julio,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
2019,Julio,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,-
2019,Julio,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2019,Julio,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,142
2019,Julio,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2019,Julio,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,1268
2019,Julio,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,2
2019,Julio,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,508
2019,Julio,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,105
2019,Julio,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,1
2019,Julio,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,3954
2019,Julio,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,17
2019,Julio,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,232
2019,Julio,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,-
2019,Agosto,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,258
2019,Agosto,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,88
2019,Agosto,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,0
2019,Agosto,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,-
2019,Agosto,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,-
2019,Agosto,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,107
2019,Agosto,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,0
2019,Agosto,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,-
2019,Agosto,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2019,Agosto,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2019,Agosto,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2019,Agosto,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,734
2019,Agosto,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,10
2019,Agosto,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,29
2019,Agosto,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,248
2019,Agosto,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,-
2019,Agosto,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,1
2019,Agosto,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,2089
2019,Agosto,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2019,Agosto,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,-
2019,Agosto,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Agosto,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Agosto,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,0
2019,Agosto,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,0
2019,Agosto,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2019,Agosto,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,89
2019,Agosto,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2019,Agosto,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,-
2019,Agosto,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2019,Agosto,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Agosto,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Agosto,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2019,Agosto,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,896
2019,Agosto,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2019,Agosto,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2019,Agosto,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,741
2019,Agosto,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2019,Agosto,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,-
2019,Agosto,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
2019,Agosto,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,-
2019,Agosto,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2019,Agosto,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,128
2019,Agosto,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2019,Agosto,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,1182
2019,Agosto,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,0
2019,Agosto,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,417
2019,Agosto,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,62
2019,Agosto,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,1
2019,Agosto,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,3462
2019,Agosto,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,888
2019,Agosto,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,227
2019,Agosto,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,-
2019,Septiembre,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,183
2019,Septiembre,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,74
2019,Septiembre,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,0
2019,Septiembre,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,-
2019,Septiembre,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,-
2019,Septiembre,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,97
2019,Septiembre,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,0
2019,Septiembre,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,-
2019,Septiembre,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2019,Septiembre,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2019,Septiembre,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2019,Septiembre,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,636
2019,Septiembre,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,5
2019,Septiembre,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,31
2019,Septiembre,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,283
2019,Septiembre,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,-
2019,Septiembre,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,0
2019,Septiembre,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,1976
2019,Septiembre,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2019,Septiembre,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,-
2019,Septiembre,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
